location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
East Austin,CB Theater,46,68,2024-02-20T01:19:44.413-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T01:19:44.413-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,47,72,2024-02-20T01:19:44.413-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,47,68,2024-02-20T01:19:44.413-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,69,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,69,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,46,68,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,47,72,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,68,2024-02-20T01:03:20.097-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,69,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,69,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,46,68,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,47,72,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,68,2024-02-20T00:47:31.770-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,70,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,69,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,48,68,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,48,72,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,68,2024-02-20T00:32:43.899-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,69,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,69,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,48,68,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,48,72,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,46,68,2024-02-20T00:22:26.756-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,69,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,48,68,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,48,72,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,45,68,2024-02-20T00:04:02.730-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,70,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,47,68,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,48,72,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T23:47:33.327-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,70,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,49,68,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,48,72,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T23:33:06.029-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,70,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,42,70,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,51,67,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,72,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T23:21:01.124-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,52,70,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,51,67,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,49,72,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T23:04:24.929-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,52,70,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,47,68,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,50,73,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T22:47:29.760-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,70,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,50,67,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,50,73,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T22:33:39.343-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,70,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,51,67,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,70,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,51,73,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T22:22:14.143-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,70,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,53,66,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,70,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,51,73,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T22:04:30.441-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,54,71,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,41,70,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,70,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,49,66,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,69,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,52,73,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T21:47:31.375-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,56,70,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,41,70,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,71,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,50,65,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,70,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,53,73,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T21:32:43.722-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,56,71,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,71,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,50,65,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,70,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,54,74,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T21:21:21.180-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,57,71,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,44,70,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,41,71,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,50,65,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,45,70,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,56,74,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,45,68,2024-02-19T21:03:44.949-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,58,71,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,70,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,41,71,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,63,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,OFF,64,
East Austin,Bathrooms,45,70,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,57,74,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,44,68,2024-02-19T20:47:13.748-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,60,71,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,71,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,41,71,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,64,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,45,70,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,59,74,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,44,68,2024-02-19T20:32:28.663-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,61,71,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,72,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,41,71,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,64,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,45,70,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,61,75,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,44,68,2024-02-19T20:21:50.850-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,62,71,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,72,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,41,71,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,65,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,45,70,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,65,75,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,COOLING,72,
East Austin,AKT Factory,44,68,2024-02-19T20:07:38.308-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,57,71,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,73,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,41,72,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,64,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,43,70,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,70,76,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,45,67,2024-02-19T19:23:04.369-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,60,72,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,73,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,42,72,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,57,66,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,43,70,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,69,74,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,43,68,2024-02-19T18:49:27.414-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,51,71,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,44,74,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,42,73,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,49,67,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,43,70,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,79,76,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,COOLING,66,
East Austin,AKT Factory,44,68,2024-02-19T18:27:08.672-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,51,71,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,46,74,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,42,74,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,52,68,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,44,70,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,72,75,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,COOLING,66,
East Austin,AKT Factory,45,67,2024-02-19T18:11:21.660-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,52,71,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,39,74,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,40,72,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,76,71,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,70,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,55,74,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,43,69,2024-02-19T17:47:27.596-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,51,71,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,39,74,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,38,72,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,74,69,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,70,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,57,74,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,43,68,2024-02-19T17:32:29.736-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,48,71,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,39,73,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,37,73,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,64,68,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,70,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,60,75,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,46,66,2024-02-19T17:18:57.874-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,44,71,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,39,73,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,37,73,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,46,67,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,70,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,60,75,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,43,68,2024-02-19T17:03:14.917-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,43,71,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,39,73,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,37,72,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,45,67,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,69,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,50,73,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,43,67,2024-02-19T16:47:24.581-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
West 5th,Lockers,43,71,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,38,73,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,37,72,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,45,68,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,COOLING,64,
East Austin,Bathrooms,40,69,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,42,72,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,44,67,2024-02-19T16:32:29.933-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
West 5th,Lockers,43,71,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,40,73,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,37,72,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,42,68,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,40,69,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,42,71,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,42,69,2024-02-19T16:20:35.826-06:00,ONLINE,OFF,,COOL,OFF,COOLING,68,
West 5th,Lockers,42,71,2024-02-19T16:03:34.138-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,71
East Austin,CB Lobby,40,72,2024-02-19T16:03:34.138-06:00,ONLINE,OFF,,COOL,OFF,OFF,74,
